example_id,query_id,product_id,query,query_source
1069699,54057,B07YD3XT1Y,Show me iPhone 11 Pro ring holder cases priced between $10 and $15.,enhanced
1069705,54057,B07WFLRKZT,Show me iPhone 11 Pro ring holder cases priced between $10 and $15.,enhanced
1070681,54111,B07XFP3YL3,"Show me iPhone 11 silicone cases rated between 4.5 and 4.6 stars with at least 3,000 reviews.",enhanced
1070691,54111,B07WVCJRMV,"Show me iPhone 11 silicone cases rated between 4.5 and 4.6 stars with at least 3,000 reviews.",enhanced
1070692,54111,B07WS9W3FD,"Show me iPhone 11 silicone cases rated between 4.5 and 4.6 stars with at least 3,000 reviews.",enhanced
1070693,54111,B07WR13YM7,"Show me iPhone 11 silicone cases rated between 4.5 and 4.6 stars with at least 3,000 reviews.",enhanced
1071607,54160,B00M3QA9AU,"Show me the most popular iPhone 6 Plus protective cases with over 10,000 reviews.",enhanced
1071608,54160,B07MYTKTMY,"Show me the most popular iPhone 6 Plus protective cases with over 10,000 reviews.",enhanced
1071609,54160,B01BZPG0X4,"Show me the most popular iPhone 6 Plus protective cases with over 10,000 reviews.",enhanced
1071612,54160,B01M0EXJFZ,"Show me the most popular iPhone 6 Plus protective cases with over 10,000 reviews.",enhanced
1073536,54268,B00Z7SUZFU,OtterBox silicone iPhone 7 Plus case under $35 and 4.7+ stars,enhanced
1073813,54286,B0882YT9DH,"Show me iPhone 7 waterproof cases rated 4.3 stars or higher with between 1,000 and 4,000 reviews.",enhanced
1073816,54286,B07X1XNG2V,"Show me iPhone 7 waterproof cases rated 4.3 stars or higher with between 1,000 and 4,000 reviews.",enhanced
1073821,54286,B07M9J721C,"Show me iPhone 7 waterproof cases rated 4.3 stars or higher with between 1,000 and 4,000 reviews.",enhanced
1073851,54288,B01LXZDPDR,"Show me iPhone 7 Plus screen protectors with over 50,000 reviews and at least 4.6 stars, priced between $6 and $8.",enhanced
1073852,54288,B01KNVY2FO,"Show me iPhone 7 Plus screen protectors with over 50,000 reviews and at least 4.6 stars, priced between $6 and $8.",enhanced
1073855,54288,B01415QHYW,"Show me iPhone 7 Plus screen protectors with over 50,000 reviews and at least 4.6 stars, priced between $6 and $8.",enhanced
1074014,54295,B07SGZ7QCT,I am searching for an iPhone 8 back glass replacements priced between $12 and $25 with ratings between 4.0 and 4.2 stars.,enhanced
1074021,54295,B07H3DZ6RZ,I am searching for an iPhone 8 back glass replacements priced between $12 and $25 with ratings between 4.0 and 4.2 stars.,enhanced
1074022,54295,B079H5MLRP,I am searching for an iPhone 8 back glass replacements priced between $12 and $25 with ratings between 4.0 and 4.2 stars.,enhanced
1074353,54314,B083M72PZ6,Can you recommend stylish iPhone 8 cases for women rated 4.7 stars or higher and priced between $10 and $20?,enhanced
1074355,54314,B07FVRL33S,Can you recommend stylish iPhone 8 cases for women rated 4.7 stars or higher and priced between $10 and $20?,enhanced
1074356,54314,B00Z7RTF98,Can you recommend stylish iPhone 8 cases for women rated 4.7 stars or higher and priced between $10 and $20?,enhanced
1074953,54347,B07MBQDT57,"What are the best iPhone 8 Plus screen protectors under $8 with over 20,000 reviews and at least a 4.6-star rating?",enhanced
1074957,54347,B01KNVY2FO,"What are the best iPhone 8 Plus screen protectors under $8 with over 20,000 reviews and at least a 4.6-star rating?",enhanced
1074958,54347,B01MAU9IJS,"What are the best iPhone 8 Plus screen protectors under $8 with over 20,000 reviews and at least a 4.6-star rating?",enhanced
1074959,54347,B00N0Z89UU,"What are the best iPhone 8 Plus screen protectors under $8 with over 20,000 reviews and at least a 4.6-star rating?",enhanced
1074963,54347,B01LXZDPDR,"What are the best iPhone 8 Plus screen protectors under $8 with over 20,000 reviews and at least a 4.6-star rating?",enhanced
1077810,54489,B07WV51Q3S,"Which are the best iPhone 11 Pro Max crystal cases between $12 and $20 with ratings above 4.6 and at least 2,000 reviews?",enhanced
1077812,54489,B07W6MV7HF,"Which are the best iPhone 11 Pro Max crystal cases between $12 and $20 with ratings above 4.6 and at least 2,000 reviews?",enhanced
1077816,54489,B07T3Q7NPP,"Which are the best iPhone 11 Pro Max crystal cases between $12 and $20 with ratings above 4.6 and at least 2,000 reviews?",enhanced
1077817,54489,B07T2MFSQC,"Which are the best iPhone 11 Pro Max crystal cases between $12 and $20 with ratings above 4.6 and at least 2,000 reviews?",enhanced
1078986,54553,B07KG727WH,"Find iPhone XS Max wallet cases for women under $25 that have between 500 and 10,000 reviews.",enhanced
1078989,54553,B07HBPVDGY,"Find iPhone XS Max wallet cases for women under $25 that have between 500 and 10,000 reviews.",enhanced
1078991,54553,B07H9WQNSJ,"Find iPhone XS Max wallet cases for women under $25 that have between 500 and 10,000 reviews.",enhanced
1078994,54553,B07H3PHH9J,"Find iPhone XS Max wallet cases for women under $25 that have between 500 and 10,000 reviews.",enhanced
1078996,54553,B07GJMDMH3,"Find iPhone XS Max wallet cases for women under $25 that have between 500 and 10,000 reviews.",enhanced
1079001,54553,B07H7ZKFD1,"Find iPhone XS Max wallet cases for women under $25 that have between 500 and 10,000 reviews.",enhanced
1079817,54596,B07Y2P11XP,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1079818,54596,B085XFMTP4,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1079819,54596,B083D5NWRC,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1079824,54596,B07XQSV8XR,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1079827,54596,B07GBRG2FN,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1079829,54596,B07GBH6HRR,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1079830,54596,B07GBBZ3XP,"Recommend OtterBox Symmetry iPhone XR cases with ratings of at least 4.6 but fewer than 10,000 reviews.",enhanced
1080120,54615,B07ZK5DV2X,Recommend iPhone XR phone clips priced above $8 with ratings of 4.4 stars or higher.,enhanced
1080123,54615,B07NTGCNVY,Recommend iPhone XR phone clips priced above $8 with ratings of 4.4 stars or higher.,enhanced
1080131,54615,B07H4WSPZB,Recommend iPhone XR phone clips priced above $8 with ratings of 4.4 stars or higher.,enhanced
1093104,55252,B07G4WCV2S,OtterBox Galaxy J7 Crown phone case,enhanced
1226479,62172,B082M66CZC,"Find Android Revvlry Plus cases under $20 that have between 1000 and 3,000 reviews.",enhanced
1226480,62172,B07YY1WCCR,"Find Android Revvlry Plus cases under $20 that have between 1000 and 3,000 reviews.",enhanced
1226484,62172,B07QVPBH2R,"Find Android Revvlry Plus cases under $20 that have between 1000 and 3,000 reviews.",enhanced
1226487,62172,B07P8VJBNW,"Find Android Revvlry Plus cases under $20 that have between 1000 and 3,000 reviews.",enhanced
1226491,62172,B07KX988L1,"Find Android Revvlry Plus cases under $20 that have between 1000 and 3,000 reviews.",enhanced
1394421,70851,B07VN2RPFW,I want a wolf-themed Moto E5 Cruise cases rated 4.3 stars and above.,enhanced
1394431,70851,B07FB61PLN,I want a wolf-themed Moto E5 Cruise cases rated 4.3 stars and above.,enhanced
1464328,74469,B07SRWC25K,Search for a Spigen Note 10 Plus cases with a kickstand rated 4.6 stars or higher.,enhanced
1502536,76425,B00Z7SUZFU,"I am looking for an OtterBox iPhone 8 Plus cases priced below $25 with over 10,000 reviews.",enhanced
1502539,76425,B0793KZY11,"I am looking for an OtterBox iPhone 8 Plus cases priced below $25 with over 10,000 reviews.",enhanced
1502847,76445,B07XBKWWFV,"I want OtterBox cases for the iPhone 11 priced between $15 and $25, rated at least 4.6 stars.",enhanced
1502850,76445,B07W7F3PND,"I want OtterBox cases for the iPhone 11 priced between $15 and $25, rated at least 4.6 stars.",enhanced
1502855,76445,B07W3Q2YFD,"I want OtterBox cases for the iPhone 11 priced between $15 and $25, rated at least 4.6 stars.",enhanced
1502860,76445,B07RWRVSF6,"I want OtterBox cases for the iPhone 11 priced between $15 and $25, rated at least 4.6 stars.",enhanced
1503025,76455,B07XL5J27N,I need iPhone 7 Plus Commuter Series OtterBox cases under $30 that have at least 500 reviews.,enhanced
1503029,76455,B00Z7SUZFU,I need iPhone 7 Plus Commuter Series OtterBox cases under $30 that have at least 500 reviews.,enhanced
1503034,76455,B00Z7S48W6,I need iPhone 7 Plus Commuter Series OtterBox cases under $30 that have at least 500 reviews.,enhanced
1562134,79512,B07VFY7SJW,iPhone X Bison case,enhanced
1562398,79529,B07WR4J1GN,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562403,79529,B07WV51Q3S,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562404,79529,B07W6MV7HF,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562407,79529,B07VHJ4K1S,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562408,79529,B07V1PCSZC,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562409,79529,B07T1N3FD2,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562410,79529,B07RVDNRP4,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562411,79529,B07W83VRMX,Looking for well-reviewed iPhone 11 Pro Max cases ($15-25) rated 4.6 stars or higher.,enhanced
1562519,79536,B010MVIPA8,"Do a search for iPhone 6s cases rated at least 4.6 stars and with more than 15,000 reviews.",enhanced
1562520,79536,B00Z7SHCC4,"Do a search for iPhone 6s cases rated at least 4.6 stars and with more than 15,000 reviews.",enhanced
1562521,79536,B00N1X5IBO,"Do a search for iPhone 6s cases rated at least 4.6 stars and with more than 15,000 reviews.",enhanced
1562522,79536,B00M3Q4IFC,"Do a search for iPhone 6s cases rated at least 4.6 stars and with more than 15,000 reviews.",enhanced
1583629,80628,B0824BR684,Find me a Pixel 4 XL for less than $200,enhanced
1617899,82419,B07CSLJFVK,Looking for a portable charger for Gear S3 Frontier with a rating of at least 4.5 stars and under $35.,enhanced
1617900,82419,B06Y3V63KL,Looking for a portable charger for Gear S3 Frontier with a rating of at least 4.5 stars and under $35.,enhanced
1659939,84595,B07X5CJ9K4,Show me purple PopSockets under $15 and with at least 150 reviews.,enhanced
1659947,84595,B07G2DFSC9,Show me purple PopSockets under $15 and with at least 150 reviews.,enhanced
1659950,84595,B07DVQC5P8,Show me purple PopSockets under $15 and with at least 150 reviews.,enhanced
1698275,86586,B07TSCXP6N,Redmi Note 7S mobile phone case,enhanced
1721539,87780,B07VFFMC3K,Ringke Note 10 Plus cases under $25 rated 4.3 stars or higher,enhanced
1721545,87780,B07VB77FD5,Ringke Note 10 Plus cases under $25 rated 4.3 stars or higher,enhanced
1721549,87780,B07VDCKJF4,Ringke Note 10 Plus cases under $25 rated 4.3 stars or higher,enhanced
1765768,90084,B07Z41SMBJ,Samsung Galaxy Note 10 Plus with over 5000 reviews,enhanced
1768259,90233,B07TVC1F22,I'm searching for Samsung Note 9 glitter cases under $20 that is rated 4 stars or higher.,enhanced
1768266,90233,B07HR9H2LB,I'm searching for Samsung Note 9 glitter cases under $20 that is rated 4 stars or higher.,enhanced
1768436,90244,B082QTQHQZ,Looking for Samsung Profit 2 replacement bands rated 4.5 stars and above,enhanced
1768442,90244,B07PHJZH1S,Looking for Samsung Profit 2 replacement bands rated 4.5 stars and above,enhanced
1768447,90244,B07CRVFTV6,Looking for Samsung Profit 2 replacement bands rated 4.5 stars and above,enhanced
1768450,90244,B07B8CJJT2,Looking for Samsung Profit 2 replacement bands rated 4.5 stars and above,enhanced
1769374,90298,B07SJMNMFL,"Looking for Samsung Note 9 screen protectors with over 1,000 reviews and at least 4-star ratings.",enhanced
1769376,90298,B0899VS95S,"Looking for Samsung Note 9 screen protectors with over 1,000 reviews and at least 4-star ratings.",enhanced
1773057,90501,B06XCSN5RJ,Show me the highest-rated Samsung S8+ protective cases (4.6+ stars).,enhanced
1773058,90501,B076ZG61R6,Show me the highest-rated Samsung S8+ protective cases (4.6+ stars).,enhanced
1785162,91151,B07PSMVV7W,Find LG Q7+ screen protectors with ratings of 4.5 stars or higher and at least 200 customer reviews.,enhanced
1785166,91151,B07GDHF7RN,Find LG Q7+ screen protectors with ratings of 4.5 stars or higher and at least 200 customer reviews.,enhanced
1785168,91151,B07GBH8HWK,Find LG Q7+ screen protectors with ratings of 4.5 stars or higher and at least 200 customer reviews.,enhanced
1785384,91164,B071GPZN2D,Looking for iPhone XS Max screen protectors priced between $10 and $13.,enhanced
1785386,91164,B07DW5J648,Looking for iPhone XS Max screen protectors priced between $10 and $13.,enhanced
1785387,91164,B07FQY28GR,Looking for iPhone XS Max screen protectors priced between $10 and $13.,enhanced
1889287,96595,B01LWNQ5AA,Speck Moto Z2 Play case under $25,enhanced
1889288,96595,B01IV0L5KE,Speck Moto Z2 Play case under $25,enhanced
1889289,96595,B01IV0L342,Speck Moto Z2 Play case under $25,enhanced
2094914,107352,B0773JFWDC,"USB power adapters priced between $10 and $15 that have 2,000+ reviews.",enhanced
2094916,107352,B07P41X3L3,"USB power adapters priced between $10 and $15 that have 2,000+ reviews.",enhanced
2094920,107352,B07DCR29GN,"USB power adapters priced between $10 and $15 that have 2,000+ reviews.",enhanced
2094922,107352,B0119BUJDQ,"USB power adapters priced between $10 and $15 that have 2,000+ reviews.",enhanced
2120809,108635,B07JVLRFHJ,Looking for Viking or Celtic patterned Apple Watch bands that do not cost more than $15.,enhanced
2120813,108635,B07NTW9ZBS,Looking for Viking or Celtic patterned Apple Watch bands that do not cost more than $15.,enhanced
2120819,108635,B07JG7756F,Looking for Viking or Celtic patterned Apple Watch bands that do not cost more than $15.,enhanced
2140110,109627,B081PPP84P,Wallets for women (4 stars or higher),enhanced
2187166,112163,B07KQ38L2B,Looking for wireless earbuds with a microphone for iPhone,enhanced
